,title,director,actor0,actor1,genre0,genre1,district,rate,rm
261,男人女人和孩子,贾森·雷特曼,安塞尔·艾尔高特,亚当·桑德勒,剧情,家庭,美国,6.7,0
262,丧家之女,亨利·霍伯森,阿诺·施瓦辛格,阿比盖尔·布蕾斯琳,剧情,惊悚,美国,5.5,0
263,触不可及,赵宝刚,孙红雷,桂纶镁,爱情,战争,中国大陆,5.2,0
264,丑女也有春天,Ari Sandel,梅·惠特曼,罗比·阿美尔,喜剧,UNK,美国,6.0,0
266,摇滚英雄,谭华,秦昊,李梦,剧情,爱情,中国大陆,5.0,0
267,尚衣院,李元硕,韩石圭,高修,剧情,UNK,韩国,6.6,0
269,想爱就爱2.5,卡洛堤·奈金塔隆,蒂娜·吉塔勒拉 Tina Jittaleela,Nan Sunanta Yurinayom,剧情,爱情,泰国,4.0,0
270,四个月亮,Sergio Tovar Velarde,安东尼奥·贝拉兹奎斯,Alejandro de la Madrid,剧情,同性,墨西哥,7.7,1
271,惊天绑架团,丹尼尔·阿尔弗雷森,吉姆·斯特吉斯,安东尼·霍普金斯,剧情,动作,英国,6.0,0
273,如此美好,金炫锡,金允石,郑宇,喜剧,爱情,韩国,7.2,1
274,王牌,范建浍,林志玲,梁家辉,剧情,悬疑,中国大陆,4.4,0
275,僵尸来袭,Kiah Roache-Turner,Jay Gallagher,碧安卡·布雷迪,动作,恐怖,澳大利亚,6.3,0
276,喧嚣贵族,罗勒·莎菲,杰西卡·布朗·芬德利,娜塔莉·多默尔,剧情,惊悚,英国,5.9,0
277,社交恐惧症,洪锡宰,卞耀汉,李柱胜,剧情,UNK,韩国,6.5,0
278,神探驾到,黄百鸣 ,古天乐,张翰,喜剧,爱情,香港,4.3,0
279,独自夜归的女孩,安娜·莉莉·阿米普尔,Sheila Vand,马绍尔·曼尼什,惊悚,恐怖,美国,6.5,0
280,阴阳先生,张涛,彭禺厶,艾晓琪,喜剧,惊悚,中国大陆,6.1,0
281,小心许愿,伊丽莎白·艾伦,伊莎贝尔·卢卡斯,德蒙特·莫罗尼,惊悚,UNK,美国,5.8,0
282,美丽谎言,菲利普·法拉特乌,瑞茜·威瑟斯彭,Arnold Oceng,剧情,UNK,美国,7.8,1
283,致命弯道6：终极审判,Valeri Milev,莎蒂·卡茨,Anthony Ilott,惊悚,恐怖,美国,4.4,0
284,温哥华的朝日,石井裕也,妻夫木聪,龟梨和也,剧情,UNK,日本,6.6,0
285,刺客学妹,凯尔·纽曼,海莉·斯坦菲尔德,苏菲·特纳,喜剧,动作,美国,4.6,0
286,纯真时代,安相勋,申河均,张赫,剧情,爱情,韩国,5.5,0
287,全能囧爸,董春泽,罗京民,孙波,喜剧,UNK,中国大陆,7.4,1
288,杀了我三次,科里夫·斯丹德斯,沙利文·斯特普尔顿,泰莉莎·帕尔墨,惊悚,UNK,美国,6.2,0
289,女生宿舍,梁婷,温心,成毅,悬疑,惊悚,中国大陆,3.9,0
290,戴维克罗的恋爱和魔法,犬童一心,相叶雅纪,荣仓奈奈,爱情,UNK,日本,6.1,0
291,陌生之地,Kim Farrant,妮可·基德曼,雨果·维文,剧情,惊悚,澳大利亚,4.9,0
292,亚马逊萌猴奇遇记,蒂埃里·拉格贝尔,伊莎贝拉 德鲁蒙德,UNK,冒险,UNK,法国,7.5,1
293,我们是兄弟,张镇,赵镇雄,金成钧,剧情,喜剧,韩国,6.5,0
294,爱与慈悲,比尔·波拉德,约翰·库萨克,保罗·达诺,剧情,音乐,美国,7.1,1
297,林荫大道,蒂托·蒙蒂尔,罗宾·威廉姆斯,鲍勃·奥登科克,剧情,同性,美国,6.8,0
298,人狼游戏2：野兽阵营,熊坂出,土屋太凤,森川葵,惊悚,UNK,日本,6.3,0
299,蝙蝠侠无极限：怪兽来袭,Butch Lukic,特罗伊·贝克,Brian T. Delaney,动作,动画,美国,5.9,0
300,后裔,肯尼·奥特加,波波·斯图尔特,Dove Cameron,喜剧,动作,美国,5.9,0
301,柔浪,伊力·维伊德雷克,维卡·克里克斯,塔季扬娜·保霍福娃,喜剧,爱情,捷克,7.8,1
302,环城七十里,穆丹,陈俊达,孙熙言,剧情,UNK,中国大陆,5.3,0
303,无敌双环枪,Fabrice Du Welz,热拉尔·朗万,乔伊·斯塔尔,剧情,动作,法国,6.0,0
304,再见歌舞伎町,广木隆一,染谷将太,前田敦子,剧情,爱情,日本,7.4,1
305,加班遇到鬼,Isara Nadee,查克利·彦纳姆,雷·麦克唐纳,惊悚,UNK,泰国,5.5,0
306,法国缉毒风云,塞德里克·吉门内兹,让·杜雅尔丹,吉尔·勒卢什,动作,惊悚,法国,6.8,0
307,真爱,西尔扎提·亚合甫 ,孔都孜扎依·塔西,拜合提亚尔·艾则孜,剧情,家庭,中国大陆,7.8,1
308,成人初学者,罗斯·卡兹,尼克·克罗尔,萝丝·拜恩,剧情,喜剧,美国,5.4,0
309,包法利夫人,Sophie Barthes,米娅·华希科沃斯卡,劳拉·卡尔迈克尔,剧情,UNK,美国,5.9,0
310,新包法利夫人,安妮·芳婷,杰玛·阿特登,杰森·弗莱明,剧情,UNK,法国,7.3,1
311,有我在这里,吴维峰,吴维峰,王林,爱情,同性,中国大陆,7.4,1
313,爱，藏起来,Mikel Rueda,Ramón Agirre,Germán Alcarazu,爱情,同性,西班牙,7.3,1
314,危楼愚夫,尤里·贝科夫,Artem Bystrov,娜塔丽亚·苏尔科娃,剧情,UNK,俄罗斯,8.4,1
315,活埋前女友,乔·丹特,安东·叶利钦,阿什丽·格林尼,喜剧,恐怖,美国,5.2,0
316,晚安妈咪,Severin Fiala ,苏珊娜·伍艾斯特,Elias Schwarz,剧情,恐怖,奥地利,6.4,0
317,御宅大冒险,小林啓一,佐仓绘麻,高杉真宙,剧情,喜剧,日本,5.6,0
318,X加Y,Morgan Matthews,阿萨·巴特菲尔德,拉菲·斯波,剧情,喜剧,英国,6.5,0
319,不凡之路,格伦·威尔斯,戴夫·帕特尔,佐伊·克罗维兹,剧情,喜剧,美国,7.2,1
320,人质,阿托姆·伊戈扬,瑞恩·雷诺兹,斯科特·斯比德曼,惊悚,UNK,加拿大,5.8,0
321,杀手女教师,Karen Leigh Hopkins,凯蒂·霍尔姆斯,詹姆斯·戴尔,剧情,UNK,美国,5.6,0
322,艺术大师,小林圣太郎,松坂桃李,西田敏行,剧情,UNK,日本,6.8,0
324,猫和老鼠：间谍使命,Spike Brandt ,Reese Hartwig,Arnie Pantoja,动画,UNK,美国,5.4,0
325,善意杀戮,安德鲁·尼科尔,詹纽瑞·琼斯,佐伊·克罗维兹,惊悚,UNK,美国,6.2,0
326,妈咪侠,高志森,冯宝宝,曾江,喜剧,家庭,香港,5.9,0
328,金箍棒传奇2：沙僧的逆袭,哈磊,于立,吴天昊,喜剧,动画,中国大陆,5.4,0
329,美的统治,丹尼斯·阿康特,Éric Bruneau,梅兰尼·蒂埃里,剧情,爱情,加拿大,6.0,0
330,庄稼之岛,乔治·奥瓦什威利,Ilyas Salman,塔梅尔·莱文特,剧情,UNK,格鲁吉亚,7.3,1
331,神在巴厘岛,李闘士男,堤真一,尾野真千子,剧情,喜剧,日本,5.5,0
332,生命如此美好,马赛·皮耶普莱兹卡,Dawid Ogrodnik,Dorota Kolak,剧情,UNK,波兰,8.2,1
333,情事,Kim Jeong-hwan,韩世雅,尹智敏,剧情,爱情,韩国,5.4,0
334,聋哑部落,米洛斯拉夫·史拉波斯维兹奇,Grigoriy Fesenko,Yana Novikova,剧情,犯罪,乌克兰,7.5,1
335,重拾人生,杰姆·耶尔马兹,杰姆·耶尔马兹,图林·奥曾,喜剧,UNK,土耳其,6.3,0
336,东京难民,佐佐部清,中村苍,大塚千弘,剧情,UNK,日本,7.4,1
337,百货战警2,安迪·菲克曼,凯文·詹姆斯,莱妮·罗德里格兹,喜剧,动作,美国,5.3,0
338,曼戈霍恩,大卫·戈登·格林,阿尔·帕西诺,霍利·亨特,剧情,UNK,美国,6.6,0
339,西游记之大圣归来,田晓鹏,张磊,林子杰,喜剧,动作,中国大陆,8.4,1
340,日日摇滚,入江悠,野村周平,二阶堂富美,剧情,音乐,日本,5.7,0
341,花葬,林权泽,安圣基,金圭丽,剧情,UNK,韩国,6.9,0
342,宝藏猎人久美子,大卫·泽尔纳,菊地凛子,胜部演之,剧情,UNK,美国,6.7,0
343,使命召唤,皮埃尔·莫瑞尔,西恩·潘,杰丝敏·特丽卡,剧情,动作,法国,5.9,0
344,灯光之外,吉娜·普林斯-拜斯伍德,古古·姆巴塔-劳,内特·派克,剧情,UNK,美国,6.3,0
345,危险的见面礼2,金镇英,陈世妍,洪宗玄,剧情,喜剧,韩国,5.8,0
346,小黄人大眼萌,凯尔·巴尔达 ,桑德拉·布洛克,乔恩·哈姆,喜剧,动画,美国,7.6,1
347,我的男友和狗,陈慧翎,张钧甯,何润东,爱情,UNK,台湾,5.7,0
348,陡岸凶杀案,马特·沙克曼,比利·鲍伯·松顿,利亚姆·海姆斯沃斯,惊悚,UNK,美国,5.7,0
349,中国城,Han Jun-hee,金惠秀,金高恩,剧情,UNK,韩国,6.2,0
350,第二次爱你,爱迪生,杨博,刘乐乐,喜剧,爱情,中国大陆,7.2,1
351,你爱的某人,佩妮莱·费舍尔·克里斯藤森,米卡埃尔·佩斯布兰特,崔娜·迪斯霍尔姆,剧情,UNK,丹麦,6.9,0
352,枪长莫及,让-巴普蒂斯特·莱昂内蒂,迈克尔·道格拉斯,杰瑞米·艾文,惊悚,UNK,美国,6.4,0
353,希波克拉底,Thomas Lilti,文森特·拉科斯特,雅克·甘布林,剧情,UNK,法国,7.2,1
354,地狱奶奶,申汉率,金秀美,郑满植,喜剧,UNK,韩国,6.5,0
355,终结者：创世纪,阿兰·泰勒,阿诺·施瓦辛格,杰森·克拉科,动作,科幻,美国,6.9,0
356,年轻时候,诺亚·鲍姆巴赫,娜奥米·沃茨,本·斯蒂勒,剧情,喜剧,美国,6.8,0
357,卡贾基,Paul Katis,Mark Stanley,David Elliott,战争,冒险,英国,7.3,1
358,把爸爸借给你,Kim Deok-Soo,金相庆,文晶熙,喜剧,UNK,韩国,6.1,0
360,点对点,黄浩然,陈豪,蒙亭宜,剧情,UNK,香港,6.8,0
361,拼凑梦想,肖恩·麦克纳马拉,阿丽夏·维加,玛丽莎·托梅,运动,UNK,美国,7.6,1
362,仅此一夜,金赵光寿 ,Yoo Min-gyoo 유민규,Kim Tae-yong-I 김태용,爱情,同性,韩国,5.7,0
363,恋恋如歌,理查德·拉·格拉文斯,安娜·肯德里克,杰瑞米•乔丹,剧情,喜剧,美国,5.1,0
364,幸存者,詹姆斯·麦克特格,米拉·乔沃维奇,皮尔斯·布鲁斯南,动作,惊悚,英国,5.7,0
365,商务囧途,肯·斯科特,文斯·沃恩,汤姆·威尔金森,喜剧,UNK,美国,5.9,0
366,远离人迹,大卫·奥霍芬,维果·莫腾森,安吉拉·摩琳娜,剧情,UNK,法国,7.5,1
367,起死回生,大卫·贾柏,埃文·彼得斯,奥利维亚·王尔德,惊悚,UNK,美国,5.4,0
368,编剧情缘,马克·劳伦斯,玛丽莎·托梅,艾莉森·珍妮,喜剧,爱情,美国,6.6,0
369,野狗们,Ha Won-joon,金桢勋,Cha Ji-heon,惊悚,UNK,韩国,5.5,0
370,杀人依赖,孙勇浩,金相庆,金成钧,惊悚,犯罪,韩国,5.5,0
371,欢迎来到我的世界,Shira Piven,克里斯汀·韦格,琳达·卡德里尼,剧情,喜剧,美国,5.9,0
372,旧情,平川雄一朗,冈田将生,广末凉子,剧情,UNK,日本,7.4,1
373,只想和你在一起,瑞纳·考夫曼,Ina Weisse,艾丽卡·莫露珊 Erika Marozsán,剧情,爱情,德国,6.8,0
374,蜩之记,小泉尧史,役所广司,冈田准一,剧情,古装,日本,7.1,1
376,宝贝,尼拉基·潘迪,丹尼·邓宗帕,阿克谢·库玛尔,动作,惊悚,印度,5.8,0
377,我的神烦腐妈,Salomé Breziner,妮娅·瓦达拉斯,杰森·多雷,喜剧,UNK,美国,5.2,0
378,朝鲜名侦探：奴隶的女儿,金锡允,金明民,吴达洙,喜剧,犯罪,韩国,6.0,0
379,阿斯特里克斯历险记：诸神之宫殿,亚历山德拉·阿斯提耶尔,Alain Chabat,Laurent Lafitte,喜剧,动画,法国,7.4,1
380,在我走之前,柯特妮·考克斯,西恩·威廉·斯科特,奥莉薇·瑟尔比,剧情,喜剧,美国,6.8,0
381,真实,昆汀·杜飞,阿兰·夏巴,乔纳森·兰伯特,喜剧,UNK,法国,7.4,1
382,诉讼,罗内特·艾尔卡贝兹 ,罗内特·艾尔卡贝兹,西蒙·阿布卡瑞安,剧情,UNK,以色列,8.3,1
384,世纪审判,保罗·安德鲁·威廉姆斯,马丁·弗瑞曼,安东尼·拉帕格利亚,剧情,历史,英国,7.2,1
385,幸运情人草,古澤健,武井咲,大仓忠义,爱情,UNK,日本,5.5,0
386,白色上帝,凯内尔·穆德卢佐,Zsófia Psotta,Sándor Zsótér,剧情,UNK,匈牙利,6.8,0
388,立体声,Maximilian Erlenwein,约根·沃格尔,莫里兹·布雷多,惊悚,UNK,德国,5.6,0
389,爱情碎片,Justin Reardon,克里斯·埃文斯,米歇尔·莫纳汉,喜剧,爱情,美国,5.7,0
390,温暖渐冻心,乔治·乌尔夫,乔什·杜哈明,希拉里·斯万克,剧情,UNK,美国,7.2,1
391,感受大海的时刻,安藤寻,市川由衣,池松壮亮,剧情,爱情,日本,5.6,0
392,想飞,李岗 ,张睿家,许玮宁,剧情,爱情,台湾,6.5,0
393,天师斗僵尸,陈翊恒,郑中基,元彪,喜剧,恐怖,香港,5.2,0
394,不可思议的海岸物语,成島出,吉永小百合,阿部宽,剧情,UNK,日本,6.4,0
395,心脏移植医师,Lukasz Palkowski,Tomasz Kot,Piotr Glowacki,剧情,传记,波兰,7.2,1
396,伪造者,菲利普·马丁,约翰·特拉沃尔塔,詹妮弗·艾莉,剧情,惊悚,美国,6.1,0
397,失魂记忆,Adam Robitel,Jill Larson,安妮·拉姆塞,惊悚,恐怖,美国,5.6,0
398,侠僧探案传奇之将军府,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,7.1,1
399,侠僧探案传奇之催命符,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,7.5,1
400,侠僧探案传奇之开封府,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,7.3,1
401,苹果恋爱多,Monika Mitchell,梁家成,曼尼·贾希尼托,喜剧,爱情,加拿大,5.7,0
402,葡萄的眼泪,三岛有纪子,大泉洋,安藤裕子,剧情,UNK,日本,5.8,0
403,公平竞赛,Andrea Sedlácková,Judit Bárdos,Anna Geislerová,剧情,运动,捷克,7.3,1
404,侠僧探案传奇之醉玲珑,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,7.2,1
405,侠僧探案传奇之洛阳花会,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,7.3,1
406,解除好友,列万·加布里亚德兹,雪莱·亨尼格,芮妮·奥斯黛德,惊悚,恐怖,美国,6.5,0
407,爱在初春惊变时,贾斯汀·本森 ,卢·泰勒·普奇,Nadia Hilker,爱情,科幻,美国,6.8,0
409,廷巴克图,阿伯德拉马纳·希萨柯,Ibrahim Ahmed,Abel Jafri,剧情,UNK,法国,6.9,0
410,临时保姆,Philippe Lachaux ,Clotilde Courau,Gérard Jugnot,喜剧,UNK,法国,7.3,1
411,德水里五兄弟,全炯俊,尹相铉,宋诗曦,喜剧,家庭,韩国,6.1,0
412,侠僧探案传奇之大兴赌坊,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,7.0,1
413,严惩,瑞恩·菲利普,瑞恩·菲利普,Tig Notaro,剧情,惊悚,美国,5.6,0
414,男孩遇见女孩,Eric Schaeffer,Michael Welch,Eric Schaeffer,剧情,爱情,美国,7.5,1
415,回光奏鸣曲,钱翔,陈湘琪,东明相,剧情,UNK,台湾,6.7,0
416,甜蜜地狱之家,安东尼·伯恩斯,凯瑟琳·海格尔,帕特里克·威尔森,剧情,喜剧,美国,6.4,0
418,侠僧探案传奇之白马镖局,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,6.9,0
419,业内前五,克里斯·洛克,罗莎里奥·道森,凯文·哈特,喜剧,UNK,美国,6.2,0
420,最后的骑士,纪里谷和明,克里夫·欧文,摩根·弗里曼,动作,冒险,韩国,5.5,0
421,迷河,瑞恩·高斯林,克里斯蒂娜·亨德里克斯,西尔莎·罗南,剧情,悬疑,美国,5.6,0
422,侠僧探案传奇之王陵之谜,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,7.1,1
423,太阳坐落之处,矢崎仁司,水川麻美,木村文乃,剧情,UNK,日本,5.0,0
424,少年轻狂,KIM Jinmoo ,李东海,南智贤,剧情,喜剧,韩国,5.3,0
425,侠僧探案传奇之大夜叉,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,7.8,1
426,寒枝雀静,罗伊·安德森,Holger Andersson,Nils Westblom,剧情,喜剧,瑞典,7.7,1
427,它在身后,大卫·罗伯特·米切尔,麦卡·梦露,凯尔·吉克瑞斯特,悬疑,恐怖,美国,6.3,0
428,荒野,Adam MacDonald,梅西·帕瑞格兰,艾里克·巴弗尔,剧情,惊悚,加拿大,5.4,0
429,爱情攻略,黄柏基,刘心悠,周柏豪,喜剧,爱情,香港,6.0,0
430,被舍弃的人们,榊英雄,大森南朋,三轮瞳,剧情,UNK,日本,6.1,0
431,时光穿梭,Bradley King,丹妮尔·帕娜贝克,马特·欧莱瑞,科幻,惊悚,美国,6.8,0
432,风暴之土,Ádám Császi,András Sütö,Sebastian Urzendowsky,剧情,同性,匈牙利,6.9,0
433,致命追踪,Daniel Benmayor,泰勒·洛特纳,玛莉·艾格洛蒲露丝,剧情,动作,美国,5.5,0
434,赌棍,鲁伯特·瓦耶特,马克·沃尔伯格,Griffin Cleveland,剧情,UNK,美国,6.2,0
435,上帝难为,阿列克谢·日尔曼,Leonid Yarmolnik,UNK,科幻,历史,俄罗斯,6.7,0
436,阿提克斯研究所,克里斯·斯帕林,莱亚·吉斯特德,威廉·麦鲍瑟,剧情,惊悚,美国,5.7,0
437,野鸡杀手,Mikkel Nørgaard,尼古拉·雷·卡斯,法瑞斯·法瑞斯,惊悚,犯罪,丹麦,6.5,0
438,追债大乱斗,乔·卡纳汉,帕特里克·威尔森,艾德·赫尔姆斯,喜剧,动作,美国,6.1,0
439,遭难者们,卢营奭,吴泰景,崔武成,喜剧,悬疑,韩国,5.5,0
440,吉米的舞厅,肯·洛奇,巴里·沃德,Simone Kirby,剧情,历史,英国,6.9,0
441,美好世界终结时,松居大悟,桥本爱,苍波纯,喜剧,同性,日本,6.4,0
442,浴血华沙,扬·科马萨,乔瑟夫.帕夫洛夫斯基,Zofia Wichlacz,剧情,战争,波兰,7.1,1
443,惊情谍变,Siddharth Anand,赫里尼克·罗斯汉,卡特莉娜·卡芙,喜剧,动作,印度,6.6,0
444,河畔的朔子,深田晃司,二阶堂富美,鹤田真由,剧情,UNK,日本,7.5,1
445,失踪顺序,汉斯·皮特·莫郎,斯特兰·斯卡斯加德,克里斯托弗·海维尤,剧情,喜剧,挪威,7.0,1
446,诺曼人：维京传奇,Claudio Fäh,Graham McTavish,Leo Gregory,动作,UNK,瑞士,5.4,0
447,海洋之歌,汤姆·摩尔,大卫·罗尔,布莱丹·格里森,剧情,动画,爱尔兰,8.8,1
448,赤足,Andrew Fleming,埃文·蕾切尔·伍德,斯科特·斯比德曼,剧情,喜剧,美国,6.0,0
449,黑手党只在夏天杀人,Pif,克里斯蒂安娜·卡波通蒂,Claudio Gioè,喜剧,爱情,意大利,7.4,1
450,黑海夺金,凯文·麦克唐纳,裘德·洛,茱蒂·威泰克,惊悚,冒险,英国,6.6,0
451,生活伴侣,Susanna Fogel,莉顿·梅斯特,吉莉安·雅各布斯,喜剧,爱情,美国,6.6,0
452,行动代号：孙中山,易智言,詹怀云,魏汉鼎,剧情,喜剧,台湾,6.4,0
453,大喜临门,黄朝亮,猪哥亮,林心如,喜剧,UNK,台湾,5.4,0
454,食女,三池崇史,柴崎幸,市川海老藏,恐怖,UNK,日本,5.9,0
455,伊朗式分手,戴思睿·阿卡万,斯科特·安第斯,戴思睿·阿卡万,喜剧,UNK,美国,6.4,0
456,克莉丝堤：杀人网站,Oliver Blackburn,阿什丽·格林尼,卢卡斯·提尔,恐怖,UNK,美国,6.0,0
457,迷失课后,天野千寻 ,未来穂香,佐藤堇,剧情,UNK,日本,6.4,0
458,自由之丘,洪尚秀,加濑亮,文素丽,剧情,UNK,韩国,7.2,1
459,骡子,Tony Mahony ,雨果·维文,安格斯·桑普森,犯罪,UNK,澳大利亚,6.7,0
460,低入尘埃,巴瑞·莱文森,阿尔·帕西诺,格蕾塔·葛韦格,剧情,UNK,美国,6.6,0
461,艾尔莎与弗雷德,派翠西亚·里根,雪莉·麦克雷恩,克里斯托弗·普卢默,喜剧,爱情,美国,7.5,1
462,思春期游戏,倉本雷大,未来穂香,青山美郷,剧情,UNK,日本,6.1,0
463,小森林 夏秋篇,森淳一,桥本爱,三浦贵大,剧情,UNK,日本,8.9,1
464,生活艰难也许快乐,堤幸彦 ,相叶雅纪,松本润,剧情,喜剧,日本,7.4,1
466,我的男人,熊切和嘉,浅野忠信,二阶堂富美,爱情,UNK,日本,6.5,0
467,老木逢春,戴维·黑尔,薇诺娜·瑞德,克里斯托弗·沃肯,剧情,悬疑,英国,6.5,0
468,蜜月重温,罗杰·米歇尔,杰夫·高布伦,吉姆·布劳德本特,剧情,喜剧,英国,7.2,1
469,寻找幸福的赫克托,彼德·切尔瑟姆,西蒙·佩吉,裴淳华,剧情,喜剧,德国,6.8,0
470,大人不及格,饭塚健,池松壮亮,桥本爱,剧情,UNK,日本,6.4,0
471,热血男人帮,查慕春,陈翔,英达,喜剧,UNK,中国大陆,5.2,0
472,荒蛮故事,达米安·斯兹弗隆,里卡杜·达林,达里奥·葛兰帝内提,剧情,喜剧,阿根廷,8.6,1
473,奇怪的猫咪,Ramon Zürcher,简妮·席丽,Anjorka Strechel,剧情,家庭,德国,6.6,0
474,可爱老女人,伊斯雷尔·霍洛维茨,玛吉·史密斯,凯文·克莱恩,剧情,喜剧,美国,6.8,0
475,圣餐,缇·威斯特,艾米·西米茨,凯特·林恩·希尔,惊悚,恐怖,美国,5.5,0
476,热血之路,三木孝浩,能年玲奈,登坂广臣,剧情,UNK,日本,5.6,0
477,鳄鱼的黄眼睛,Cécile Telerman,艾曼纽·贝阿,茱莉·德帕迪约,剧情,UNK,法国,7.6,1
478,鲁邦三世,北村龙平,小栗旬,玉山铁二,动作,UNK,日本,6.1,0
479,玫瑰香水,乔恩·斯图尔特,盖尔·加西亚·贝纳尔,金·波德尼亚,剧情,UNK,美国,6.5,0
480,早熟,Dan Beers,艾伦·图代克,凯蒂·芬德莱,喜剧,UNK,美国,5.7,0
481,海豚的故事2,查尔斯·马丁·史密斯,摩根·弗里曼,艾什莉·贾德,剧情,家庭,美国,6.8,0
482,蛋糕,丹尼尔·巴尔兹,詹妮弗·安妮斯顿,安娜·肯德里克,剧情,UNK,美国,6.6,0
483,新年行动,法拉·可汗,沙鲁克·汗,迪皮卡·帕度柯妮,喜剧,动作,印度,6.7,0
484,隔壁的男孩,罗伯·科恩,詹妮弗·洛佩兹,克里斯汀·肯诺恩斯,惊悚,UNK,美国,5.1,0
485,迷失1971,扬·德芒热,杰克·奥康奈尔,保罗·安德森,剧情,动作,英国,7.1,1
486,澳门风云2,王晶 ,周润发,张家辉,喜剧,动作,香港,5.8,0
487,血色孤语,玛嘉·莎塔琵,瑞恩·雷诺兹,杰玛·阿特登,喜剧,惊悚,美国,7.0,1
488,我的独裁者,李海准,薛景求,朴海日,剧情,UNK,韩国,6.4,0
489,侠僧探案传奇之聚义钱庄,海涛,韩朔,刘冠成,动作,悬疑,中国大陆,7.2,1
490,顶级较量,崔豪,李政宰,申河均,剧情,UNK,韩国,6.6,0
492,狼图腾,让-雅克·阿诺,冯绍峰,窦骁,剧情,冒险,中国大陆,7.0,1
493,东京暴族,园子温,铃木亮平,YOUNG DAIS,喜剧,动作,日本,5.6,0
494,怒火保镖,西蒙·韦斯特,杰森·斯坦森,迈克尔·安格拉诺,剧情,动作,美国,5.1,0
495,扑通扑通我的人生,李在容,宋慧乔,姜东元,剧情,家庭,韩国,7.0,1
496,单身派对,约翰·巴特勒,安德鲁·斯科特,布莱恩·格里森,喜剧,UNK,爱尔兰,7.0,1
497,太平洋幽灵,Brian Falk,汤姆·费尔顿,杰克·阿贝尔,冒险,UNK,美国,6.6,0
498,一曲倾情,凯特·巴克佛洛兰,安妮·海瑟薇,玛丽·斯汀伯根,剧情,音乐,美国,5.6,0
500,杀死信使,迈克尔·科斯塔,玛丽·伊丽莎白·温斯特德,麦克·辛,剧情,悬疑,美国,6.8,0
501,背负春天,木村大作,松山ケンイチ,蒼井優,剧情,UNK,日本,7.0,1
502,卒迹,鲁坚,范雷,卢映,剧情,UNK,中国大陆,7.1,1
